"net_name","ei","modularity","smi","rwc","bp","aei"
"vaalikone_p1.edgelist_conf_1",-0.838479809976247,0.316466703527965,0.931321298998494,0.728817291297729,0.512913832199546,0.833016595117934
"vaalikone_p1.edgelist_conf_2",-0.843437316068276,0.389568908207265,0.746530935471873,0.791334190661241,0.474060452821515,0.84245210509817
"vaalit19_p1.edgelist",-0.889555325749741,0.39278828004607,0.94576522349259,0.596253909921713,0.415201621983428,0.889998755141774
"vaalit19_p1.edgelist_conf_1",-0.765008576329331,0.380128512543801,0.757182788566289,0.447324376021847,0.427755177484646,0.764616498775411
"vaalit19_p1.edgelist_conf_2",-0.759015331461887,0.378116810742958,0.793636416322694,0.457996334006303,0.437806080298899,0.758992962549059
"vaalit_p2.edgelist",-0.915476870359794,0.457753275357705,0.904591102133327,0.78731615533638,0.442204184704185,0.915647254034015
"vaalit_p2.edgelist_conf_1",-0.863855421686747,0.318899695166207,0.928812575905583,0.707551811395672,0.491429539295393,0.859373889557558
"vaalit_p2.edgelist_conf_2",-0.840144230769231,0.420020109097633,0.817365210788536,0.687634035089673,0.454418511258134,0.840350903744076
"vaalitentti_p1.edgelist",-0.835063663075416,0.393506471829101,0.772704008137517,0.496568413946519,0.413017301607486,0.834218286179313
"vaalitentti_p1.edgelist_conf_1",-0.597973657548126,0.28806254356277,0.5676824625889,0.261339841876989,0.421141115119787,0.592798354102167
"vaalitentti_p1.edgelist_conf_2",-0.611681772406848,0.300334689249723,0.567428683328363,0.220025451471593,0.413417783685245,0.60909075188517
"vasemmisto_p1.edgelist",-0.985855728429986,0.304523966237804,0.96928516597338,0.972243360050804,0.412265512265512,0.98230416496342
"vasemmisto_p1.edgelist_conf_1",-0.556800815078961,0.274363031414848,0.508469669660297,0.407135068654613,0.436550350328379,0.555083149623802
"vasemmisto_p1.edgelist_conf_2",-0.539706626201315,0.260161303651578,0.565669522669197,0.386386924093562,0.46660187267496,0.536838481553551
"vasemmisto_p2.edgelist",-0.979323308270677,0.39662360789191,0.96588087922332,0.959068226123916,0.354232804232804,0.977238290479735
"vasemmisto_p2.edgelist_conf_1",-0.62589928057554,0.311402735101597,0.566809413354524,0.550595569739308,0.463726671198476,0.626178885798849
"vasemmisto_p2.edgelist_conf_2",-0.608205128205128,0.303093228139382,0.678198727316878,0.543760709497979,0.472144717261905,0.609423588597421
"viestintä_p1.edgelist",-0.830675778283979,0.411712613916837,0.854107655009797,0.557268890436232,0.420312980895367,0.830392010124758
"viestintä_p1.edgelist_conf_1",-0.791139240506329,0.302349132751162,0.849455116818416,0.476081925758644,0.47208036784308,0.781221048785812
"viestintä_p1.edgelist_conf_2",-0.72468987595038,0.342181530475335,0.801874387623837,0.373289425577908,0.487246120151259,0.729301345528415
"viestintä_p2.edgelist",-0.812169312169312,0.392329131012259,0.909749062105214,0.488564104460797,0.473405670034729,0.822010031168322
"viestintä_p2.edgelist_conf_1",-0.791248860528715,0.360975362491057,0.850633210106352,0.486078475198911,0.460549193785061,0.790004029711314
"viestintä_p2.edgelist_conf_2",-0.778591033851784,0.386134337366038,0.78374235818659,0.508690043917525,0.486559791569488,0.778277733595355
"viestintä_p3.edgelist",-0.820985010706638,0.404101078000266,0.820625813707975,0.611005034591413,0.446467466898224,0.820381471176024
"viestintä_p3.edgelist_conf_1",-0.728014505893019,0.333175654626918,0.758070811967997,0.470973719714506,0.467461288806519,0.724462378491508
"viestintä_p3.edgelist_conf_2",-0.693766937669377,0.347559139548035,0.614010623514059,0.412274132422756,0.476832039717502,0.699744039474219
"vihapuhe_p2.edgelist",-0.978738483345145,0.482634921224901,0.958064871266281,0.96572340056193,0.336255411255411,0.980712481296227
"vihapuhe_p2.edgelist_conf_1",-0.724444444444444,0.360220576131687,0.736671870113504,0.67804752840212,0.425328407224959,0.724442301261161
"vihapuhe_p2.edgelist_conf_2",-0.719142645971914,0.35981031449097,0.757720823349606,0.676466384952415,0.428263244691816,0.720195186360691
"vihreät_p1.edgelist",-0.820531577663984,0.397909384006054,0.803365549729021,0.69399127315024,0.489202059594525,0.823190492810576
"vihreät_p1.edgelist_conf_1",-0.53263373432301,0.266167404176801,0.548294539680202,0.362975671743054,0.461163034884169,0.532950276143564
"vihreät_p1.edgelist_conf_2",-0.577892030848329,0.266891442694669,0.56745265204269,0.403183788991671,0.444635463047853,0.565886965750267
"vihreät_p2.edgelist",-0.97827903091061,0.470682414753118,0.972924763756396,0.929463731905751,0.326875901875902,0.977910622905083
"vihreät_p2.edgelist_conf_1",-0.635081533715293,0.316760227186866,0.591382966442188,0.476263927064423,0.416786162939587,0.635041658867989
"vihreät_p2.edgelist_conf_2",-0.62565445026178,0.311423907117556,0.668200961466405,0.468481821126789,0.424564765280912,0.625330352124753
"vihreät_p3.edgelist",-0.894821142552055,0.388581491729637,0.928457991890816,0.744822915116849,0.540042935300422,0.888216303088988
"vihreät_p3.edgelist_conf_1",-0.530110262934691,0.265046858330078,0.5448786398958,0.349755289329156,0.434957569443958,0.530531764936641
"vihreät_p3.edgelist_conf_2",-0.558368495077356,0.279124151123297,0.554778315935604,0.358226239338452,0.403520380877105,0.558767704469553
